t	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6
1	1.651124542	-0.60529723	0.292844017	-1.073552805	1.010464416	0.91701643	0.64628907	-2.089167349	-1.602049241	-1.877322227	0.417671835	-2.075724705
2	1.907739248	-0.514676948	0.400730528	-0.916694087	0.823054697	0.87583982	0.722139931	-2.04685844	-1.111357677	-2.230967108	0.058207083	-2.273411634
3	1.48798952	-0.494154291	0.154964704	-1.386870525	1.532236365	0.608259079	0.577819794	-2.232104839	-1.111565109	-2.137265918	-0.165314184	-1.393761719
4	1.371847467	-0.385087451	0.352320846	-1.262455312	0.765541026	0.779556887	0.699224409	-1.92775022	-0.937923938	-2.621167422	0.11221032	-2.069159159
5	1.373402728	-0.573491656	-0.693347181	-0.883193959	1.597423991	0.681392678	0.055569704	-2.913609579	-1.397917878	-2.533583308	-0.137294851	-1.619675362
6	1.61211002	-0.516766091	-1.288341306	-0.500301594	0.908310186	0.663606783	0.228849195	-2.672300233	-0.910100067	-1.927025813	-0.221412915	-1.926534355
7	1.459700823	-0.684426133	-1.204396955	-0.583917486	0.680038146	0.54021556	0.178270799	-2.458240549	-1.526669308	-2.011313893	-0.329099995	-1.255077043
8	0.931473101	-0.508114615	-0.842249827	-0.49792788	1.415776415	0.483058724	0.467017627	-2.730073805	-2.015305446	-3.410998453	0.052679741	-2.27608972
9	1.140254273	-0.211696977	-1.006378303	-0.634338401	1.220492884	0.691078243	-0.44172739	-1.70357992	-1.879675025	-3.127705275	-0.423758922	-0.886847332
10	0.511168873	-0.122016602	-1.943460238	-0.930659571	0.813817907	0.7386968	-0.120745178	-2.54971488	-1.144420491	-2.972713407	0.384892568	-2.040079282
11	0.502561078	-0.094440334	-2.86137473	-1.123990715	0.644596175	0.761643361	-0.529932732	-2.836712777	-1.293895138	-2.922955679	0.460012285	-1.968491285
12	0.950097938	-0.339316077	-2.354607773	-0.823432189	1.032957819	0.647965947	-0.8259986	-2.246855064	-1.235606091	-3.003673288	-0.065962096	-0.975088301
13	0.622587905	-0.145279931	-2.435513576	-0.301984406	0.347587836	0.63558004	-0.580878699	-2.175217598	-1.3331436	-2.576060286	0.527047724	-2.012893881
14	0.126976799	-0.359242825	-3.019408661	-0.30896232	-0.121134444	0.978001372	-0.601636512	-2.352835021	-1.884845518	-3.200704064	-0.272053253	-0.887935019
15	0.404375691	-0.230132881	-3.631047459	-0.395601082	0.158571838	0.714705501	-0.580385533	-2.145968029	-1.517627968	-2.910278555	-0.027285979	-1.545363237
16	0.084876175	-0.25910137	-3.921472842	-0.897538143	0.591001088	0.528416011	-0.543002402	-3.014165816	-1.011856209	-2.66712914	-0.449056965	-1.648268436
17	0.330721756	-0.170037554	-4.431706774	-0.605703816	0.153852757	0.720190922	-1.133314522	-2.231423771	-1.648360398	-2.96440515	-0.793182093	-1.744559979
18	-0.241823956	0.475408258	-5.186275904	-1.158465727	1.016763626	0.684672455	-1.250673149	-2.603133587	-1.143592796	-2.946883824	-0.798043638	-0.992724309
19	-0.216786347	1.124613797	-4.816843117	-0.754618006	0.638060923	0.880749573	-1.173213661	-2.336447521	-1.324560565	-2.698588462	-0.401792641	-0.845786953
20	0.17441456	-0.305860038	-4.511188945	-0.601088455	0.617782134	0.547426801	-0.997059064	-3.788290388	-1.656379218	-2.967308586	-0.454241706	-0.956711754
21	-0.535344242	0.013709911	-5.384731424	-1.378630356	1.001795922	0.813992758	-1.188230902	-2.890739566	-1.122725081	-3.230522414	-0.720250909	-1.072690847
22	-0.024006721	0.360130952	-5.492437748	-1.177716922	0.262029921	0.530709115	-1.248576673	-3.650897833	-1.101486822	-3.032035456	-0.340278068	-1.009854294
